post_id,post_title,post_author,post_content,post_category,post_tags,post_type,post_status,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,Image,teachers
,Yogi Hari's Ashram,1,"Shri Yogi Hari is a master of Sampoorna Yoga (Yoga of Fulness). He is well known and respected around the world as an exeptionally inspiring teacher and Guru. His presence alone is transforming. At the age of 22 he was labeled as a medicated incurable. By the grace of God he was introduced to Yoga and he knew right away that this was what he should be living and practicing in his life. For eight years he practiced with intense dedication and in that time he transformed his whole body into a state of perfect health. Shri Yogi Hari is like an ocean that can never have enough of this divine science and he longed to meet his Guru. In 1975 he had the blessing of meeting his Gurus Swami Vishnudevananda and Swami Nadabrahmananda and at that time he retired from the wordly life and spent 7 years in the Sivananda, Ashram where he immeresed himself fully in yoga sadhana. That was a time of great transformation on all levels. Yogi Hari studied the science of Nada Yoga for 14 years from the great master Swami Nadabrahmananda. He has since then continued to immerse himself in the practice of Nada Yoga and created many inspiring and uplifting CDs and instructional books and DVDs on the science of Nada Yoga. Sampoorna Yoga is the fruit of Yogi Hari’s tireless striving for perfection in his practice and teaching. It is the yoga of fullness that intelligently integrates Hatha, Raja Karma Bhakti Jnana and Nada Yoga to purify and harmonize all aspects of the human personality so that the light of the soul shines forth in its divine splendour. His approach is deep simple and practical and helps people from every background to live a richer and happier life based on lasting yogic values. The basic teaching is that health peace and joy are already within you. They are your birthright. Sampoorna Yoga can help you to uncover them. Shri Yogi Hari is the author of 4 books and has recorded over 36 CD’s. Regular classes seminars sadhana weeks yoga teacher certification courses and satsangs are given by Shri Yogi Hari at his Ashram in Miramar Florida.","Alignment, Children's, Core Strength, Family, Flow, Gentle, Hatha, Integral Kundalini, Meditation, Restorative, Senior, Sivananda",,gd_yoga_studio,publish,12750 SW 33rd St,Miramar,FL,United States,33027,25.979,-80.3113038095238,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/75210/shri-yogi-hari-ashram.jpg?itok=BOYVzqaR,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/yogi-hari-114211""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/114211/yogi-hari-sukhu.jpg?itok=dnWu-X1l"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/yogi-hari-114211"">Yogi Hari</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/tara-sukhu-115339""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/115339/tara-theodora-sukhu.jpg?itok=LG1Vjs83"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/tara-sukhu-115339"">Tara Sukhu</a></strong> </div> </li></ul>"
,SLOBODY,1,Facilitating healthy vibrant living and excellence in teaching,"Alignment, Core Strength, Corporate, Hatha, Scaravelli Viniyoga",,gd_yoga_studio,publish,209 NE 5th Terrace,Delray Beach,FL,United States,33444,26.4718,-80.0709,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/115506/slobody.jpg?itok=KaHmt8Sd,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/kirk-slobody-115473""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/115473/kirk-slobody.jpg?itok=-F4_2TXC"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/kirk-slobody-115473"">Kirk Slobody</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/janine-tiede-115522""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/janine-tiede-115522"">Janine Tiede</a></strong> </div> </li></ul>"
,Living Yoga,1,Move through life with grace and ease in Body MInd and Spirit! Join us at Living Yoga where you'll find classes for everyone seven days a week. Check out the class schedule descriptions instructors workshops at .,"Alignment, Ashtanga, Children's, Core Strength, Flow, Gentle, Kripalu, Prenatal, Vinyasa",,gd_yoga_studio,publish,333 17 street ste 2F,vero beach,FL,United States,32960,27.6326,-80.3794555555556,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/71842/living-yoga_0.jpg?itok=0LgxCufn,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/elise-mahovlich-434400""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/elise-mahovlich-434400"">elise mahovlich</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/elise-mahovlich-434400/reviews"">Review</a></p> </div> </li></ul>"
,Krama Yoga Institute,1,Krama Yoga Institute's state-of-the-art studio is not your typical one room yoga studio. As you arrive you will be greeted by warm and welcoming staff members in our comfortable and zen-inspiring lobby designed to accommodate early arrivals to class or those wishing to stay after class and enjoy complimentary Wi-Fi.,"Acro, Bhakti Yoga Children's, Core Strength, Corporate, Family, Flow, Gentle, Hatha, Hot, Integral Iyengar, Kundalini, Meditation, Men's, Mom & Baby, Power, Restorative, Senior, Special Needs, Tantra Yoga, TriYoga, Vijñāna Yoga, Viniyoga, Vinyasa, WoMen's, Yin,Yoga Therapy",,gd_yoga_studio,publish,12900 West State Road 84,Davie,FL,United States,33325,26.087,-80.2012,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/1412956/krama-yoga-institute-1432683076.jpg?itok=l62sDmKJ,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/stephanie-cabrera-1617313""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1617313/stephanie-cabrera-1432676359.png?itok=WF-X-Id0"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/stephanie-cabrera-1617313"">Stephanie Cabrera</a></strong> </div> </li></ul>"
,Islamorada Fitness,1,"Islamorada Yoga is located in the Islamorada Fitness center in Islamorada Florida Keys. Classes include Aerial, Yoga Vinyasa, Flow, Hatha, and Yin,Yang. We also offer a season Paddleboard Yoga, class by app only. Stop in call or visit us online to plan your yoga practice while in Islamorada. We also service residents from Key Largo and Tavernier FL.","Aerial, Flow, Hatha, Meditation, Paddleboard Yoga, Power, Restorative, Vinyasa, Yin,Yoga Therapy",,gd_yoga_studio,publish,85960 Overseas Hwy,Islamorada,FL,United States,33036,24.9537234955166,-80.5841706786225,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/1461383/islamorada-fitness-1430750339.png?itok=5K1gFlhu,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/glenda-smith-77766""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/77766/glenda-smith.jpg?itok=Vv-vXuqJ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/glenda-smith-77766"">Glenda Smith</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 4.8</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>9</strong> <a href=""/teacher/glenda-smith-77766/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/pauline-russell-1461370""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/pauline-russell-1461370"">Pauline Russell</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/shevaun-shamon-271513""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/shevaun-shamon-271513"">Shevaun Shamon</a></strong> </div> </li></ul>"
,"Power, Yoga Tribe",1,"Real Yoga for Real People! Power, Yoga Tribe is a yoga studio that specializes in teaching Baptiste, Power, Vinyasa. Classes include heated Power, Vinyasa, non-heated slow Flow, and non-heated Restorative, yoga. Specialty classes include yoga bootcamp and yoga for cancer survivors. Classes are accessible to anyone any age and any fitness level. A studio about authenticity community & possibility!","Baptiste, Gentle, Hot, Kripalu, Power, Restorative, Vinyasa, Yin",,gd_yoga_studio,publish,11951 US Highway 1,North Palm Beach,FL,United States,33408,26.8516101843287,-80.0590407570678,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/137895/power-yoga-tribe.jpg?itok=ZNPlalKm,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/cristin-melissa-tighe-79131""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/79131/cristin-melissa-tighe-1424921030.jpg?itok=6_gGgU9X"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/cristin-melissa-tighe-79131"">Cristin Melissa Tighe</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/christen-scott-142856""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/142856/christen-scott.jpg?itok=CmEmj7Dy"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/christen-scott-142856"">Christen Scott</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/preston-scott-142858""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/preston-scott-142858"">Preston Scott</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/caitlin-zink-142879""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/caitlin-zink-142879"">Caitlin Zink</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ashley-herndon-142880""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ashley-herndon-142880"">Ashley Herndon</a></strong> </div> </li></ul>"
,The Doolin Healing Sanctuary & Yoga,1,"Daya Devi-Doolin - Sivananda, Yoga Training with Yogi Prof. Bharat Gajjar and other well-known teachers - 50 plus years of studying and teaching Gentle, Hatha, Yoga Chair Yoga, Meditation, etc.","Anusara, Flow, Gentle, Hatha, Meditation, Restorative, Senior, Sivananda",,gd_yoga_studio,publish,1794 N. Acadian Drive,Deltona,FL,United States,32725,28.9196,-81.2217489795918,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/109134/the-doolin-healing-sanctuary-yoga.jpg?itok=zi_WahCc,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/daya-devi-doolin-396429""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/daya-devi-doolin-396429"">Daya Devi-Doolin</a></strong> </div> </li></ul>"
,The Lotus Pond Center for Yoga & Health,1,"This is a place to breathe deeply to find your center and to release stress. The Lotus Pond is a premier teacher training school offering weekly classes workshops with renowned instructors and annual yoga festivals. Tucked away on 4.5 acres of lush tropical foliage you'd never guess you were in Tampa while relaxing on an adirondack chair overlooking the pond. We offer four classrooms for yoga asana practice Meditation, healthy living classes and special events (including a screened-in nature classroom).","Corporate, Flow, Gentle, Hatha, Kripalu, Meditation, Power, Prenatal, Restorative, Vinyasa, Yin",,gd_yoga_studio,publish,6201 Lynn Road,Tampa,FL,United States,33625,28.0441908226418,-82.5465850292806,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/74427/the-lotus-pond-center-for-yoga-health-1427568809.png?itok=KRA_i88q,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/pam-velez-142160""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/142160/pam-velez-1420768085.jpg?itok=0eus0f0Q"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/pam-velez-142160"">Pam Velez</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/janna-gudat-160553""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/160553/janna-gudat-1434517064.jpg?itok=USwO4n1f"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/janna-gudat-160553"">Janna Gudat</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/melissa-carroll-1179147""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1179147/melissa-carroll-1434568063.jpeg?itok=IlxVq99o"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/melissa-carroll-1179147"">Melissa Carroll</a></strong> </div> </li></ul>"
,EAU Spa,1,Greetings from Eau Spa!,"Flow, Gentle, Hatha, Paddleboard Yoga, Thai, Yoga Massage, Vinyasa, Yin",,gd_yoga_studio,publish,100 S. Ocean Blvd,Manalapan,FL,United States,33462,26.584,-80.0391,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/425973/eau-spa.jpg?itok=uUb86c2s,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/barbara-alfonzo-981306""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/barbara-alfonzo-981306"">Barbara Alfonzo</a></strong> </div> </li></ul>"
,Full Circle Yoga,1,"Full Circle Yoga has been open since 2003 located in downtown Winter Park (in the Orlando area). We offer 45 classes weekly including: Flow, Yoga Hatha, Ashtanga, Hot, Yoga and Pre & Post-Natal Yoga. We have classes that begin as early as 6am and as late as 8pm. Our classes are ongoing; you may start anytime. You DO NOT HAVE TO BE FLEXIBLE to try yoga. There is a perfect class for everyone. If you have any questions about which class is best for you please give us a call and we'll be happy to lead you in the right direction. We look forward to seeing you on your mat soon!","Ashtanga, Core Strength, Flow, Hatha, Hot, Mom & Baby, Power, Prenatal, Vinyasa",,gd_yoga_studio,publish,972 B Orange Avenue,Winter Park,FL,United States,32789,28.5992,-81.3523,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/71509/full-circle-yoga.jpg?itok=cSix9FDL,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/christine-northcote-82821""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/82821/christine-northcote_0.jpg?itok=8gKBgNHV"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/christine-northcote-82821"">Christine Northcote</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/asha-morales-136762""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/136762/asha-morales.jpg?itok=1VMZSPXw"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/asha-morales-136762"">Asha Morales</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/debbie-parsons-151887""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/151887/debbie-parsons.jpg?itok=r7SzyldY"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/debbie-parsons-151887"">Debbie Parsons</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>18</strong> <a href=""/teacher/debbie-parsons-151887/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/steve-rubin-405750""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/405750/steve-rubin-1422310635.jpg?itok=p3J__Ngv"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/steve-rubin-405750"">Steve Rubin</a></strong> </div> </li></ul>"
